"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Direction"
"GO:0001778","GO:0001778","plasma membrane repair","11/2130","20/11776",0.000221925592375044,0.00800756178514885,0.0070993788995535,"Chmp1a/Myh10/Myh9/Chmp5/Arl8b/Sytl4/Chmp2a/Smpd1/Chmp4b/Syt11/Chmp1b",11,"Down"
"GO:00550651","GO:0055065","metal ion homeostasis","107/2130","431/11776",0.00022578236990385,0.00807211853538698,0.00715661390351118,"Comt/Bcap31/Tgfb1/Cd36/Epor/Cyba/Sod2/Mcu/Atp6v0d1/Gata2/Xk/Atox1/Fis1/Atp6ap1/Calm3/Micu1/Fkbp1b/Itgb3/P2rx1/Atp2a3/Ywhae/Cacna1g/Dlg4/Mcur1/F2rl2/Pde4d/Anxa7/Micu2/Ank/Smdt1/Grina/Tfrc/Adcy5/Sod1/Tmbim6/Epb42/Rhag/Slc39a6/Ndfip1/Fech/Fth1/Jak2/Alas2/Iscu/Snca/Abcb6/Dbi/Atp2b4/Gnas/P2ry1/Slc6a9/Rhd/Gnb1/Slc30a9/Tesc/Eif2ak1/Trim24/Kel/Gp9/Stim1/Gata1/Abcb7/Ank1/Aplp2/Trpc6/Ubash3b/Nptn/Pik3cb/Ltf/Gnai2/Atp2c1/Trpc1/Fkbp1a/Htr2a/Slc24a5/Ibtk/Atp6v0a2/Snx10/Atp6v1g1/Picalm/Ptger3/C3ar1/Lyn/Selenok/Cd24a/Gp5/F2r/Agtr1a/F2rl3/Gp1ba/Ftl1/Gp1bb/Prkca/Cacna1c/Tmco1/Atp6v1a/Vapb/Ncoa4/B2m/Kdr/Slc39a4/Slc24a3/Ank3/Selenot/Eif5a/Prnp/Capn3",107,"Down"
"GO:00068361","GO:0006836","neurotransmitter transport","42/2130","137/11776",0.00022831162903809,0.00807211853538698,0.00715661390351118,"Prkaca/Napa/Bcl2l1/Snap47/Pdzd11/Rab5a/Gipc1/Stxbp5/Itgb3/P2rx1/Slc6a4/Gfap/Trim9/Mctp1/Slc6a3/Snap29/Dnm1l/Gsk3b/Slc22a3/Prepl/Slc18a2/Itgb1/Snca/Cln8/Snap23/P2ry1/Slc6a9/Park7/Stx2/Gpm6b/Myo6/Nrxn2/Htr2a/Stx11/Prkca/Rap1b/Syn3/Flot1/Sphk1/Ica1/Rap1a/Septin5",42,"Down"
"GO:19029041","GO:1902904","negative regulation of supramolecular fiber organization","42/2130","137/11776",0.00022831162903809,0.00807211853538698,0.00715661390351118,"Pfdn5/Flii/Arpc2/Mid1ip1/Pfn1/Sptbn1/Pecam1/Sptb/Clu/Dmtn/Twf1/Shank3/Trem2/Arhgap28/Snca/Spta1/Gsn/Camsap1/Map1a/Spef1/Tpx2/Mapre1/Tmod1/Capzb/Wasf2/Add1/Emilin1/Mtpn/Add2/Tjp1/Was/Vbp1/Arhgap6/Tpm1/Gas2l1/Cracd/F11r/Tmsb4x/Cfl1/Tmod3/Capza1/Tmsb10",42,"Down"
"GO:00347641","GO:0034764","positive regulation of transmembrane transport","46/2130","154/11776",0.000230394160266818,0.00809144290857065,0.00717374659020261,"Akt2/Chp1/Acsl1/Calm3/Osbpl8/Rgs9/P2rx1/Glrx/Shank3/Trem2/Ehd3/Sorbs1/Itgb1/Snca/Sumo1/Dbi/Car2/Slc6a9/Tesc/Nipsnap2/Ndufa4/Arl6ip1/Stim1/Flna/G6pdx/Plp1/Trpc6/Trpc1/Wnk4/Azin1/Akap7/Reln/Ptpn11/S100a1/Wnk1/Cox17/Arf1/F2r/Agtr1a/F2rl3/Cacna1c/Cfl1/Rnasel/Rap1a/Ank3/Capn3",46,"Down"
"GO:00315321","GO:0031532","actin cytoskeleton reorganization","30/2130","88/11776",0.000232901238115547,0.00812532266485234,0.00720378385164645,"Fer/Esam/Tgfb1/Arpc2/Cdc42/Rhoa/Mcu/Plek/Dmtn/Parvb/Myh9/Arhgdia/Cdc42bpa/Gsn/Ptpn1/Tnik/Hax1/Arhgdib/Tjp1/Cttn/Flna/Gab1/Atp2c1/Micall2/F11r/Thsd7b/Rap2a/Bcas3/Grb2/Cass4",30,"Down"
"GO:00516511","GO:0051651","maintenance of location in cell","48/2130","163/11776",0.000247010337273903,0.00851288097081641,0.00754738697748319,"Tgfb1/Kdelr1/Cyba/Pfn1/Calm3/Srgn/Fkbp1b/Itgb3/Pde4d/Golph3/Twf1/Adcy6/Fth1/Snca/Bard1/Dbi/Gsn/Gpsm2/Txn1/Pink1/Park7/Rer1/Gp9/Arl2bp/Ubash3b/Trpc1/Fkbp1a/Aspm/Htr2a/Ibtk/Skp1/Hk1/Ankrd13c/Os9/Tspo/Lyn/Gp5/F2r/Chchd10/Tmsb4x/F2rl3/Gp1ba/Ftl1/Gp1bb/Ank3/Capn3/Tmsb10/Syne1",48,"Down"
"GO:00322721","GO:0032272","negative regulation of protein polymerization","24/2130","65/11776",0.000247241987193415,0.00851288097081641,0.00754738697748319,"Flii/Arpc2/Pfn1/Sptbn1/Pecam1/Sptb/Dmtn/Twf1/Snca/Spta1/Gsn/Mapre1/Tmod1/Capzb/Add1/Mtpn/Add2/Tpm1/Cracd/Tmsb4x/Cfl1/Tmod3/Capza1/Tmsb10",24,"Down"
"GO:00512351","GO:0051235","maintenance of location","67/2130","247/11776",0.000254540795648733,0.00870727864595795,0.00771973691246362,"Lgals9/Ltbp1/Tgfb1/Kdelr1/Cd36/Cyba/Pfn1/Ywhab/Calm3/Srgn/Osbpl8/Fkbp1b/Itgb3/Pde4d/Golph3/Twf1/Pla2g10/Adcy6/Trem2/Fth1/Ehd1/Hexa/Pnpla2/Snca/Bard1/Dbi/Gsn/Gpsm2/Txn1/Pink1/Park7/Rer1/Gp9/Flna/Psmd10/Arl2bp/Ubash3b/Abhd5/Trpc1/Fkbp1a/Pla2g4c/Aspm/Htr2a/Ibtk/Skp1/Hk1/Ankrd13c/Os9/Tspo/Dzip1/Lyn/Gp5/F2r/Chchd10/Tmsb4x/F2rl3/Gp1ba/Ftl1/Gp1bb/Mest/Cds2/Aup1/Ank3/Cops9/Capn3/Tmsb10/Syne1",67,"Down"
"GO:00347651","GO:0034765","regulation of ion transmembrane transport","76/2130","288/11776",0.000259468847804882,0.00881859284023301,0.00781842633419531,"Tgfb1/Cyba/Clic1/Chp1/Ywhah/Calm3/Vdac1/Rgs9/Fkbp1b/Itgb3/P2rx1/Ywhae/Dlg4/Dapk1/Glrx/Pde4d/Rasgrf2/Ppif/Shank3/Fhl1/Trem2/Ehd3/Bin1/Itgb1/Iscu/Snca/Sumo1/Septin2/Dbi/Atp2b4/Stom/Slc43a1/Slc6a9/Park7/Tesc/Nipsnap2/Ndufa4/Kel/Arl6ip1/Stim1/Flna/G6pdx/Plp1/Slc25a4/Wwp2/Trpc6/Ubash3b/Gnb5/Nedd4/Tpcn1/Trpc1/Fkbp1a/Wnk4/Hk1/Clic4/Ptpn3/Akap7/Ptger3/Lyn/Reln/Kcna4/S100a1/Wnk1/Cox17/Kcna3/Arf1/F2r/Agtr1a/F2rl3/Prkca/Cacna1c/1810037I17Rik/Cfl1/Ank3/Prnp/Capn3",76,"Down"
"GO:00070441","GO:0007044","cell-substrate junction assembly","26/2130","73/11776",0.000271469605140426,0.00916731974281901,0.00812760214580346,"Rac1/Dusp3/Bcr/Actn1/Itga2/Lims1/Wdpcp/Itgb3/Itgb4/Vcl/Dmtn/Ptk2/Sorbs1/Ptprj/Lamc1/Src/Tln1/Cttn/Gpm6b/Arhgap6/S100a10/Ptpn11/Cfl1/Bcas3/Actg1/Kdr",26,"Down"
"GO:0098885","GO:0098885","modification of postsynaptic actin cytoskeleton","8/2130","12/11776",0.000279691513532142,0.00938480823749887,0.00832042403983985,"Rhoa/Pfn1/Myh10/Itsn1/Wasf3/Cttn/Cfl1/Kalrn",8,"Down"
"GO:00512581","GO:0051258","protein polymerization","61/2130","221/11776",0.000285319978012391,0.00951307369727391,0.00843414218814777,"Fer/Ube2c/Rac1/Esam/Flii/Arpc2/Rhoa/Mid1ip1/Arpc5/Pfn1/Sptbn1/Pecam1/Sptb/Diaph3/Dmtn/Twf1/Dnm1l/Arhgap28/Bin1/Spire1/Snca/Septin2/Spta1/Gsn/Camsap1/Nckap1/Tpx2/Mapre1/Hax1/Tmod1/Capzb/Add1/Ube2k/Arpc3/Arpc1a/Arpc1b/Mtpn/Add2/Cttn/Was/Tpm1/Mzt1/Chmp2a/Slain2/Cracd/Micall2/Chmp4b/Arhgap18/Fhdc1/Tmsb4x/Cfl1/Tmod3/Gda/Grb2/Cdc42ep5/Nck2/Psrc1/Capza1/Gpx4/Arpc4/Tmsb10",61,"Down"
"GO:00347621","GO:0034762","regulation of transmembrane transport","92/2130","363/11776",0.000288931342525394,0.00955402658636618,0.00847045037839323,"Tgfb1/Akt2/Cyba/Clic1/Pea15a/Chp1/Acsl1/Ywhah/Calm3/Osbpl8/Vdac1/Rgs9/Fkbp1b/Itgb3/P2rx1/Ywhae/Dlg4/Dapk1/Glrx/Pde4d/Rasgrf2/Ppif/Shank3/Fhl1/Trem2/Pim1/Ehd3/Bin1/Sorbs1/Itgb1/Iscu/Snca/Sumo1/Septin2/Dbi/Atp2b4/Stom/Slc43a1/Car2/Slc6a9/Park7/Tesc/Nipsnap2/Actb/Ndufa4/Kel/Arl6ip1/Stim1/Flna/G6pdx/Plp1/Slc25a4/Wwp2/Trpc6/Ubash3b/Gnb5/Nedd4/Tpcn1/Trpc1/Fkbp1a/Wnk4/Oaz1/Hk1/Clic4/Azin1/Ptpn3/Akap7/Ptger3/Thbs1/Oaz2/Lyn/Reln/Kcna4/Ptpn11/S100a1/Wnk1/Cox17/Kcna3/Arf1/F2r/Agtr1a/F2rl3/Prkca/Cacna1c/1810037I17Rik/Cfl1/Gsk3a/Rnasel/Rap1a/Ank3/Prnp/Capn3",92,"Down"
"GO:19040641","GO:1904064","positive regulation of cation transmembrane transport","32/2130","97/11776",0.000290175446814463,0.00955402658636618,0.00847045037839323,"Chp1/Calm3/Rgs9/P2rx1/Glrx/Shank3/Trem2/Ehd3/Snca/Sumo1/Dbi/Slc6a9/Tesc/Nipsnap2/Stim1/Flna/G6pdx/Plp1/Trpc1/Wnk4/Akap7/Reln/S100a1/Wnk1/Arf1/F2r/Agtr1a/F2rl3/Cacna1c/Cfl1/Ank3/Capn3",32,"Down"
"GO:00995041","GO:0099504","synaptic vesicle cycle","43/2130","143/11776",0.000309445529774288,0.0101252114959686,0.00897685397586476,"Clcn3/Prkaca/Napa/Ctnnb1/Bcl2l1/Snap47/Rab5a/Slc2a4/Gipc1/Stxbp5/Canx/P2rx1/Ston2/Trim9/Snap29/Dnm1l/Gsk3b/Ap2m1/Itsn1/Prepl/Bin1/Rab27b/Slc18a2/Snca/Snap23/P2ry1/Stx2/Actb/Ophn1/Myo6/Grn/Htr2a/Stx11/Picalm/Scamp5/Cd24a/Prkca/Rap1b/Syn3/Actg1/Rap1a/Syt11/Septin5",43,"Down"
"GO:0034111","GO:0034111","negative regulation of homotypic cell-cell adhesion","9/2130","15/11776",0.000355671400925511,0.0115659070375037,0.0102541520851624,"Alox12/Serpine2/Cd9/Ubash3b/Ptger3/Sh2b3/Cd24a/Prkg1/Abat",9,"Down"
"GO:00512221","GO:0051222","positive regulation of protein transport","64/2130","237/11776",0.000395037271403654,0.0127672168451193,0.011319214550972,"Rac1/Bcap31/Tgfb1/Akt2/Prkaca/Ergic3/Arpc2/Cdc42/Dynll1/Mcu/Chp1/Tsg101/Arrb1/Fis1/Sar1b/Rph3al/Ywhae/Myh10/Ppm1a/Glrx/Oxct1/Golph3/Dnm1l/Gsk3b/Bsg/Trem2/Myom1/Jak2/Mff/Pfkfb2/Glul/Mpc2/Frmd4a/Prkcq/Stom/Src/Pdcd10/Anp32b/Tomm7/Edem1/Camk1/Sytl4/Flna/Adam9/Atp2c1/Oaz1/Sh3glb1/Mavs/Cd81/Cnst/Zdhhc2/Tm7sf3/Oaz2/Golph3l/Arf1/Vamp8/Kcnn4/Gsk3a/Abat/Bcas3/Mapk1/Ank3/Ppia/Prnp",64,"Down"
"GO:19055211","GO:1905521","regulation of macrophage migration","15/2130","34/11776",0.000398622267925391,0.0128045250453107,0.011352291417105,"Slamf1/Rtn4/Ptk2/Akirin1/Trem2/Ptprj/Emilin1/Cd9/Mif/P2ry12/Cd81/Thbs1/C3ar1/Mapk3/Mapk1",15,"Down"
"GO:00516401","GO:0051640","organelle localization","109/2130","447/11776",0.00040786598911975,0.0130220486708051,0.0115451444575715,"Fer/Septin1/Chmp1a/Spag5/Bicd1/Ikbkg/Rab11a/Cdc42/Ctnnb1/Bcl2l1/Chp1/Tsg101/Gata2/Birc5/Slc2a4/Rab3d/Ubb/Stx7/Plek/Fbxw11/Tpgs1/Sar1b/Ube2b/Rab10/Myh10/Ap3m1/Ywhaz/Myh9/Ptk2/Snap29/Dnm1l/Cenpq/Bin1/Ap3s1/Rab27b/Spire1/Incenp/Fyco1/Dctn2/Copg2/Itgb1/Snca/Trak2/Klhl12/Cdc42bpa/Cenpf/Nuf2/Kif18a/Snap23/Nusap1/a/Pdcd10/Gpsm2/Rab13/Lmna/Sdcbp/Chmp5/Pef1/Stx2/Arl8b/Lat/Gata1/Sytl4/Lamp1/Hsbp1/Pdcd6ip/Myo6/Chmp2a/Aspm/Becn1/Myo1d/Eipr1/Rab8b/Trim58/Bicd2/Cd84/Chmp4b/Stx11/Picalm/Kif14/Wipi1/Lyn/Cenpe/Arf1/Vamp8/Pard3b/Tanc2/Exoc6/Arfgap3/Vapb/Actn4/Kxd1/Cfl1/Unc13d/Tmed9/Fcer1g/Syn3/Rps15/Tacc1/Psrc1/Syt11/Septin5/Rab11b/Rab7/Kifc1/Bloc1s1/Syne1/Dynlt1b/Chmp1b",109,"Down"
"GO:00015251","GO:0001525","angiogenesis","86/2130","339/11776",0.000434687598290263,0.0137361787409207,0.0121782809961766,"Itgb2/Ramp2/Col18a1/Cd36/Aqp1/Cdc42/Ctnnb1/Rhoa/Emc10/Gata2/Stk4/Vezf1/E2f2/Akt3/Rtn4/Itgb3/Pecam1/Ywhaz/Angpt1/Myh9/Ptk2/Cela1/Bsg/Mmp19/Itgb1/Pdgfa/Atp2b4/Glul/Creb3l1/Pdcd10/Nras/Ecm1/B4galt1/Tal1/Wasf2/Add1/Emilin1/Tspan12/Cald1/Tjp1/Stim1/Flna/Gab1/Adgrg1/Pkm/Pik3cb/Ngp/Cd59a/Tie1/Cysltr2/Ppp3r1/Ramp1/Itga2b/Grn/Becn1/Epn1/Hpse/Gadd45a/Ago2/Clic4/Ninj1/Htatip2/Thbs1/C3ar1/C1galt1/Sh2b3/Foxo4/S100a1/Hs6st1/E2f8/Rhoj/Ndnf/Agtr1a/Prkca/Hmga2/Bcas3/Calcrl/Prcp/Hipk2/Sphk1/Pgk1/Actg1/Kdr/Gpx1/Apold1/Tnfsf12",86,"Down"
"GO:00026851","GO:0002685","regulation of leukocyte migration","46/2130","158/11776",0.000435448338977555,0.0137361787409207,0.0121782809961766,"Lgals9/Rac1/Tgfb1/Tnfsf14/Crkl/Rhoa/Mcu/Bcr/Slamf1/Itga2/Rtn4/Itgb3/Pecam1/Ptk2/Gcsam/Dnm1l/Akirin1/Trem2/Ptprj/Selp/Ecm1/Emilin1/Cd9/Lyve1/Mpp1/Pdgfd/Dapk2/Mif/Plvap/Cd99l2/P2ry12/Cd81/Ninj1/Ptger3/Thbs1/C3ar1/Lyn/Tnfrsf14/Selenok/Wnk1/Gp1ba/Adam10/Cd47/Mapk3/Mapk1/Rhog",46,"Down"
"GO:00092211","GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process","7/2130","10/11776",0.000451067150503312,0.0141441770764967,0.0125400059322255,"Cmpk2/Nme2/Tyms/Dut/Cmpk1/Nme1/Tbpl1",7,"Down"
"GO:00509001","GO:0050900","leukocyte migration","69/2130","261/11776",0.000461754054960998,0.0143936116067132,0.0127611506811706,"Fer/Itgb2/Lgals9/Rac1/Tgfb1/Wdr1/Tnfsf14/Crkl/Cdc42/Rhoa/Mcu/Bcr/Slamf1/Itga2/Rtn4/Itgb3/Pecam1/Pde4d/Golph3/Ptk2/Gcsam/Dnm1l/Akirin1/Bsg/Trem2/Ptprj/Itga7/Itgb1/Selp/Itga6/Ecm1/B4galt1/Emilin1/Cxcl5/Ppbp/Pf4/Add2/Cd9/Lyve1/Mpp1/Pdgfd/Dapk2/Ppib/Mif/Plvap/Cd99l2/P2ry12/Cd81/Ninj1/F11r/Gcnt1/Ptger3/Thbs1/C3ar1/Lyn/Tnfrsf14/Selenok/Wnk1/Cd24a/Gp1ba/Prkca/Adam10/Cd47/Prtn3/Fcer1g/Mapk3/Mapk1/Ppia/Rhog",69,"Down"
"GO:19049511","GO:1904951","positive regulation of establishment of protein localization","67/2130","252/11776",0.000468168717686321,0.0145077223810091,0.012862319506961,"Rac1/Bcap31/Tgfb1/Akt2/Prkaca/Ergic3/Arpc2/Cdc42/Dynll1/Mcu/Chp1/Tsg101/Arrb1/Fis1/Sar1b/Rph3al/Ywhae/Myh10/Ppm1a/Glrx/Oxct1/Golph3/Dnm1l/Gsk3b/Bsg/Trem2/Myom1/Jak2/Cct8/Mff/Pfkfb2/Glul/Mpc2/Frmd4a/Prkcq/Stom/Src/Pdcd10/Anp32b/Tomm7/Cct7/Edem1/Camk1/Sytl4/Flna/Adam9/Atp2c1/Oaz1/Sh3glb1/Mavs/Cd81/Cnst/Zdhhc2/Tm7sf3/Oaz2/Golph3l/Arf1/Vamp8/Kcnn4/Gsk3a/Abat/Bcas3/Ptp4a3/Mapk1/Ank3/Ppia/Prnp",67,"Down"
"GO:00060911","GO:0006091","generation of precursor metabolites and energy","80/2130","312/11776",0.000479163106176228,0.0147615862183414,0.0130873912102427,"Cox5a/Atp5pb/Cd36/Akt2/Bid/Etfb/Prkaca/Slc4a1/Sod2/Rhoa/Ppp1cb/Cox7c/Mdh2/Mdh1/Ogdh/Acox1/Uqcrb/Ndufs6/Ndufs4/Ppif/Oxct1/Ndufb9/Gsk3b/Ndufa5/Tpi1/Cox7a2l/Sdhaf2/Sorbs1/Ndufb8/Taldo1/Iscu/Snca/Ndufb3/Sdhaf4/Pfkfb2/Cat/Gnas/a/Mtfr1/Vcp/Prkaa2/Pink1/Park7/Nipsnap2/Ndufa4/Aldh1l1/Aldoa/G6pdx/Cox4i1/Pkm/Cox7a2/Cyb5r4/Pygb/Gadd45gip1/Htr2a/Hk1/Bpgm/Foxk2/Ppp1ca/Cox6a1/Ndufa7/Stk40/Uqcrq/Cox17/Mtfr1l/Ppp1r2/Chchd10/Gsk3a/Gapdh/Uqcr10/Mrps36/Cox5b/Pgk1/Ldha/Eno1/Uqcrh/Oas1e/Chchd2/Ndufb6/Bloc1s1",80,"Down"
"GO:00229041","GO:0022904","respiratory electron transport chain","25/2130","72/11776",0.00054934311846073,0.0168252299305298,0.0149169854137715,"Cox5a/Bid/Etfb/Sod2/Cox7c/Uqcrb/Ndufs6/Ndufs4/Ndufb9/Ndufa5/Sdhaf2/Ndufb8/Iscu/Snca/Pink1/Park7/Cox4i1/Cox6a1/Ndufa7/Uqcrq/Uqcr10/Cox5b/Uqcrh/Chchd2/Ndufb6",25,"Down"
"GO:00459211","GO:0045921","positive regulation of exocytosis","26/2130","76/11776",0.000557472175736422,0.0169755111085519,0.015050222353164,"Itgb2/Bcl2l1/Tsg101/Gata2/Rab5a/Rab3d/Stxbp5/Cacna1g/Glrx/Dnm1l/Rab27b/Snca/Sdcbp/Gata1/Sytl4/Lamp1/Pdcd6ip/Chmp2a/Scamp5/Arf1/Vamp8/Prkca/Unc13d/Fcer1g/Septin5/Rab7",26,"Down"
"GO:00069401","GO:0006940","regulation of smooth muscle contraction","17/2130","42/11776",0.000571538371418346,0.017303816900183,0.0153412931275451,"Irag1/Rhoa/Itga2/P2rx1/Sod1/Cald1/Cttn/Gucy1a1/Ormdl3/Ptger3/Ptgs1/F2r/Prkg1/Setd3/Abat/Calcrl/Sphk1",17,"Down"
"GO:00987511","GO:0098751","bone cell development","15/2130","35/11776",0.000581978198150867,0.0175016844486101,0.0155167193978506,"Atp6ap1/Tjp2/Pip4k2a/Src/Tal1/Wasf2/Gp9/Ninj1/Sh2b3/Ptpn11/Gp5/Zfpm1/Gp1ba/Gp1bb/Mpig6b",15,"Down"
"GO:00300031","GO:0030003","cellular cation homeostasis","105/2130","432/11776",0.000584718387045441,0.0175016844486101,0.0155167193978506,"Bcap31/Tgfb1/Cd36/Epor/Cyba/Slc4a1/Mcu/Atp6v0d1/Chp1/Gata2/Xk/Atox1/Fis1/Atp6ap1/Calm3/Micu1/Fkbp1b/Itgb3/P2rx1/Atp2a3/Ywhae/Cacna1g/Dlg4/Mcur1/F2rl2/Pde4d/Anxa7/Micu2/Cln5/Smdt1/Grina/Tfrc/Adcy5/Sod1/Tmbim6/Atp6v0c/Slc39a6/Ndfip1/Fth1/Jak2/Alas2/Iscu/Snca/Abcb6/Dbi/Tmem9/Atp2b4/Car2/P2ry1/Slc6a9/Gnb1/Slc30a9/Tesc/Kel/Gp9/Stim1/Atp6ap2/Gata1/Abcb7/Aplp2/Trpc6/Ubash3b/Nptn/Pik3cb/Atp2c1/Trpc1/Fkbp1a/Grn/Htr2a/Wnk4/Slc24a5/Ibtk/Clic4/Atp6v0a2/Atp6v1g1/Ptger3/C3ar1/Lyn/Selenok/Cd24a/Gp5/F2r/Agtr1a/F2rl3/Gp1ba/Ftl1/Gp1bb/Prkca/Cacna1c/Mafg/Tmco1/Atp6v1a/Vapb/Ncoa4/Kdr/Mapk3/Slc39a4/Mapk1/Slc24a3/Selenot/Eif5a/Prnp/Capn3/Rab7/Rnasek",105,"Down"
"GO:00160321","GO:0016032","viral process","75/2130","291/11776",0.000604133093237034,0.0179806391817666,0.0159413531649879,"Dynlt1c/Chmp1a/Psmc3/Bicd1/Rad23a/Pkn2/Epor/Cdc42/Slc3a2/Tsg101/Slpi/Rab5a/Pfn1/Snx3/Adarb1/Rsad2/Itgb3/Top2a/Spcs1/Ctsb/Crebbp/Bsg/Brd4/Pcx/Trim8/Ifitm3/Nucks1/Gsn/Stom/Chmp5/Vcp/Eps15/Oasl2/Oas1b/Rab43/Arl8b/Cul4a/Nlrx1/Nedd4/Ppib/Ltf/Pdcd6ip/Fbxl2/Oas3/Tpcn1/Atg12/Chmp2a/Trim59/Isg15/Smpd1/Mavs/Chmp4b/Mvb12b/Isg20/Tnfrsf14/Trim56/Bst2/Agtr1a/Vamp8/Ceacam2/Vapb/Cfl1/Hmga2/Trim12c/Ifi27/Rnasel/Oas1e/Csde1/Ppia/Trim10/Clec4g/Rab7/Rnasek/Dynlt1b/Chmp1b",75,"Down"
"GO:00425411","GO:0042541","hemoglobin biosynthetic process","8/2130","13/11776",0.000611768297665543,0.0180044435312966,0.0159624577285623,"Snx3/Fech/Alas2/Slc6a9/Eif2ak1/Abcb10/Slc25a37/Lyn",8,"Down"
"GO:00901581","GO:0090158","endoplasmic reticulum membrane organization","8/2130","13/11776",0.000611768297665543,0.0180044435312966,0.0159624577285623,"Lpcat3/Reep5/Steep1/Rtn4/Atl1/Tmed2/Arl6ip1/Vapb",8,"Down"
"GO:00336271","GO:0033627","cell adhesion mediated by integrin","22/2130","61/11776",0.000643322698850037,0.0187551441611001,0.0166280171527797,"Itgb2/Crkl/Itga2/Itgb3/Itgb4/Ptk2/Itgb5/Fermt3/Itga7/Itgb1/Itga6/Emilin1/Tesc/Adam9/Itga2b/P2ry12/Acer2/Lyn/Ptpn11/Wnk1/Cd24a/Mmrn1",22,"Down"
"GO:00440911","GO:0044091","membrane biogenesis","18/2130","46/11776",0.000644396562862401,0.0187551441611001,0.0166280171527797,"Chmp1a/Pex19/Pacsin2/Tlcd1/Serinc1/Sptbn1/Ubxn2a/Chmp5/Stx2/Nrxn2/Chmp2a/Chmp4b/Picalm/S100a10/Flot1/Syt11/Ank3/Chmp1b",18,"Down"
"GO:00510171","GO:0051017","actin filament bundle assembly","37/2130","122/11776",0.000658505513685715,0.0190604782752547,0.0168987215975912,"Rac1/Cdc42/Rhoa/Actn1/Pfn1/Arrb1/Plek/Myh10/Dmtn/Shank3/Itgb5/Arhgap28/Spire1/Sorbs1/Prkcq/Src/Wasf2/Add1/Cald1/Zyx/Add2/Tjp1/Was/Flna/Arhgap6/Tpm1/Kiss1r/F11r/Fhdc1/S100a10/Ppm1e/Pls1/Actn4/Pdlim1/Cd47/Cfl1/Actg1",37,"Down"
"GO:0098869","GO:0098869","cellular oxidant detoxification","9/2130","16/11776",0.000682682775038848,0.0195532875786841,0.0173356386098033,"Cd36/Prdx2/Sod2/Sod1/Prdx6/Cat/Prdx1/Ccs/Selenot",9,"Down"
"GO:00158501","GO:0015850","organic hydroxy compound transport","40/2130","135/11776",0.000682954615504532,0.0195532875786841,0.0173356386098033,"Cd36/Lpcat3/Aqp1/Rtn4/Itgb3/P2rx1/Slc6a4/Slc6a3/Slc22a3/Tspo2/Ralbp1/Slc18a2/Snca/Pip4k2a/Syt13/P2ry1/Scp2/Pink1/Park7/Actb/Arl8b/Gpm6b/Abcg4/Aqp9/Abcc4/Slc16a1/Htr2a/Gramd1c/P2ry12/Ptger3/Tspo/Abcb4/Ptpn11/Ptgs1/Agtr1a/Ceacam2/Abat/Fcer1g/Syt11/Selenom",40,"Down"
"GO:0098810","GO:0098810","neurotransmitter reuptake","10/2130","19/11776",0.000688237608150953,0.0195980309175093,0.0173753073534326,"Itgb3/Slc6a4/Slc6a3/Slc22a3/Slc18a2/Itgb1/Snca/Cln8/Park7/Gpm6b",10,"Down"
"GO:00069361","GO:0006936","muscle contraction","50/2130","179/11776",0.000722206369447445,0.0204547481411244,0.0181348594297584,"Irag1/Rhoa/Itga2/Map2k3/Calm3/Smtn/Fkbp1b/P2rx1/Cacna1g/Ndufs6/Pde4d/Mylk/Sod1/Myom1/Ehd3/Bin1/Sumo1/Atp2b4/Gsn/Tpm3/Tmod1/Tpm2/Apbb2/Cald1/Aldoa/Cttn/Flna/Tpm4/Hsbp1/Tpm1/Fkbp1a/Gucy1a1/Htr2a/Ormdl3/Ptger3/Ptgs1/F2r/Prkca/Cacna1c/Prkg1/Pde5a/Setd3/Abat/Tmod3/Calcrl/Sphk1/Eno1/Tnnt1/Grcc10/Myl6",50,"Down"
"GO:00460341","GO:0046034","ATP metabolic process","52/2130","188/11776",0.000733706102425472,0.020669324853355,0.0183250997830668,"Cox5a/Atp5pb/Tgfb1/Bid/Slc4a1/Bcl2l1/Rhoa/Cox7c/Fis1/Ogdh/Uqcrb/Ndufs6/Ppif/Ndufb9/Dnm1l/Tpi1/Trem2/Cox7a2l/Sdhaf2/Ndufb8/Iscu/Snca/Pfkfb2/Vcp/Prkaa2/Pink1/Park7/Nipsnap2/Aldoa/Cox4i1/Pkm/Cox7a2/Gadd45gip1/Htr2a/Hk1/Bpgm/Foxk2/Cox6a1/Tspo/Ndufa7/Uqcrq/Chchd10/Atp6v1a/Gapdh/Uqcr10/Cox5b/Pgk1/Ldha/Eno1/Uqcrh/Chchd2/Ndufb6",52,"Down"
"GO:00325091","GO:0032509","endosome transport via multivesicular body sorting pathway","13/2130","29/11776",0.00080372779298062,0.0225214787947974,0.0199671904672733,"Chmp1a/Ubxn6/Dennd10/Chmp5/Vcp/Tmem50a/Chmp2a/Leprot/Chmp4b/Chmp3/Sort1/Vps25/Chmp1b",13,"Down"
